,L2_RF_0,L2_SVR_1,L2_MLR_2
206,3.4914830689325003,3.443622364594728,3.4979084746521067
207,3.4931684757000023,3.4801698074606695,3.4791829690211316
208,3.41687059719,3.3320156193616794,3.325306665141241
209,3.1172254984700003,3.05512740898184,3.143701583199764
210,3.278822938910001,3.274822258692332,3.2836060701847174
211,3.210115638180001,3.2301241508812164,3.2323097206616467
212,3.3729521990900007,3.3534832278451487,3.3130551527288787
213,2.206771512239998,2.2485172985692543,2.140654153261032
214,1.5528252050000007,1.6112004289472668,1.4712301914408528
215,2.912505925649999,2.8311107240011992,2.9559962206473713
216,2.921366351799999,2.8269479970540403,2.8337276766232264
217,3.4157127831800023,3.473908922173898,3.561617525689826
218,2.8089681472600008,2.6909398919907086,2.5515353657039483
219,3.2609329955516695,3.2514281076562943,3.319224889868792
220,3.288216380100005,3.189840418569725,3.09418813994688
221,3.722423269769999,3.7677707605650053,3.8970421738744463
222,2.9534700619,2.99490261974793,2.928754814107428
223,2.431384852439998,2.2340176173492514,2.2573529335607816
224,3.294345869330003,3.337521990354939,3.3417229949337752
225,2.93278306895,2.9104727512136748,2.9160874685289784
226,3.2575368882175026,3.2961578959321676,3.3172075989377134
227,2.966667626943667,2.955709521887436,2.9520326688274565
228,2.391422548889997,2.430116885898537,2.3476390443439
229,2.522592384989999,2.5202402122838583,2.455183524687911
230,2.3593517852999994,2.415548940424391,2.3725797295514326
231,2.376725448209998,2.3759818870064127,2.741350297244253
232,2.068098298300001,2.1916729372788972,2.3677502378297675
233,2.578789336619997,2.548470134627197,2.5001644425546274
234,3.0767687970899993,3.1227426402363196,3.1615267270263345
235,2.440522497430001,2.4231167490944943,2.3129603814876134
236,3.349152498320003,3.3435629399650324,3.3184799117833563
237,3.036181569569999,3.198139437461445,2.7835142861532205
238,3.5695521956899983,3.380634237702699,3.4312266557065243
239,2.986056381740001,2.041148915237275,2.6364745177916546
240,3.582155161079997,3.510064065537653,3.5708680116581206
241,3.1395295877700007,3.1296560912254483,2.9716834374372567
242,3.5781018940099982,3.341774551215177,3.526455181960074
243,2.715693953979999,2.838639701420104,2.7030474818183876
244,3.639468029209999,3.542874185893412,3.5275867457739167
245,2.892088899859999,2.728941692235893,2.7015030060060283
246,3.3778934568900008,3.35210192590858,3.416808816187192
247,3.4917899199349995,3.526708298204586,3.5678654755607155
248,3.744535070999998,3.62267701833365,3.531822286783026
249,2.8915199801700013,2.897468641398174,2.8303044885000403
250,3.01533249156,3.0980455095091486,3.073792522607583
251,2.838052983179998,2.90698554622481,2.7534772184112555
252,3.4525320310999996,3.51777877463251,3.5717319293900047
253,3.4953554741199984,3.5524954088924496,3.608069633144005
254,2.03293254912,2.2000256366545083,2.1170442986088887
255,3.2810637405799996,3.280457911802013,3.208552649780657
256,3.6393074255999984,3.6368987408155697,3.7150420457840596
257,2.6297026576399984,2.6055112112276424,2.59665008636798
258,3.2650641303766665,3.28026673240075,3.2979182834174665
259,1.5560076951500001,1.4502474603437912,1.3014314961574982
260,3.5710095009700002,3.5110289237035337,3.481800659822973
261,3.199669309379168,3.466059352569691,3.1340316315432943
262,3.7682927648899964,3.969507408344425,4.069325444277922
263,2.256643453829999,2.2124215728082928,2.156281837646304
264,2.9920313664266667,2.99059138714832,3.0128274146097596
265,3.1424409568400007,3.0522979951506946,3.0057854198487064
266,2.9389326895999983,2.9531966841986126,2.9706711958903895
267,2.60364286214,2.553602769509239,2.441759983758949
268,2.7777887049400003,2.836977611849437,2.6197454174547445
269,3.606820113899999,3.5194332066968985,3.3877742859290407
270,2.8149290453599995,2.8324083142273535,2.741283461940114
271,2.96332319013,2.9871693810484237,2.838023867336517
272,3.6993421206000012,3.700039934256848,3.7322305923732486
273,2.998475375890002,2.927230979509388,2.931742233042293
274,3.2484948340166664,3.303956841614256,3.334845469131807
275,2.939575171409999,2.7664878511312594,2.8198536591671655
276,3.680810935939998,3.5990476316036863,3.4161113724441634
277,1.4284078063499996,1.4597712636606281,1.2474815166308986
278,3.2732493545900043,3.3100385782955053,3.356287342681547
279,3.256352322020001,3.3231071966324244,3.3501001447222833
280,3.574558318451667,3.584602585625173,3.6337776920815372
281,3.040020301480001,3.031808006677315,3.092603779014638
282,3.082510648010002,3.1131446243360643,3.098001174328168
283,3.406145224145001,3.348912345820147,3.2080831280421975
284,3.33039462467,3.304897366314765,3.3796606040483397
285,2.684008731820001,3.0512987593386676,2.823215013826804
286,3.2433063311,3.2823039696273177,3.23724348662536
287,3.0290798463499993,3.0251814048611054,2.9901246592372033
288,3.2670982147700034,3.322116670825957,3.3250791302719023
289,3.7139038933099955,3.454078873230954,3.4187372143535626
290,2.8290381877099997,2.8863422865910375,2.889389190335905
291,3.0639221293500016,2.9972505312927953,2.9892328730199083
292,3.318451859450004,3.326831526534088,3.372261012602607
293,3.293201762530001,3.264750183285842,3.218067821775165
294,3.7065596454499956,3.6965264588634215,3.7988765424821054
295,3.0134955234800005,3.0201077271642367,3.133406478756328
296,3.0557722509159997,2.883837060467616,3.0147722070918377
297,3.466323346780003,3.4908819230831285,3.533150196343378
298,3.4591804099800005,3.444882212806456,3.401755827396485
299,3.123766123267998,3.0635283109616456,3.1206817966649325
300,2.8844357185899985,2.700612170569374,2.5729895488497547
301,2.990969461956666,2.9593548444078848,3.100268644033875
302,3.696487485769999,3.702893201670414,3.793550933911362
303,3.2761066861499994,3.32744755429011,3.4008507224564113
304,3.6936211077959964,3.6124849238161945,3.6582194528604717
305,3.180473839230002,3.2202300433100386,3.1791853621141897
306,2.73330685631,2.5635664758245107,2.763405010407112
307,3.476029563189999,3.499257605220099,3.59263002069941
308,3.779498214630001,3.7425864709093757,3.7476016286535767
309,3.193562472840002,3.1856677113727345,3.003151194067314
310,3.3420624000099988,3.3139517319228506,3.348383663690811
311,3.0716871652400006,3.0822778326734275,3.0415722267913736
312,3.1863969982099998,3.2699750044128173,3.349145154549852
313,2.574189848350001,2.7487122881027606,2.6184973494190373
314,3.157612895272499,3.0839987456112343,3.1824024665507977
315,3.0864551452599995,3.087771683905421,2.9680955245398195
316,3.825241477950003,3.7483744972576982,3.6220757790979548
317,3.056547102535,2.9945863449076144,3.1049674985977944
318,3.29614793766,3.3347225089483694,2.9869952747788986
319,3.6876128048999974,3.591680363403597,3.5798222790914735
320,3.590033536680001,3.5914127930554676,3.6388073834363794
321,3.2471927547900012,3.2451480540568896,3.108558411726598
322,0.718846920334,0.797032955140291,1.0365840018339156
323,3.7143028112699996,3.661072718739725,3.6975009159941905
324,3.943754162249998,3.9209191741566927,4.027903641532006
325,3.757450477069996,3.8242869638359434,3.693895216624284
326,3.426386340205001,3.4594518593360912,3.1859292163283257
327,1.7308455260099993,1.665364959942751,1.8415378363131367
328,3.0717005241599993,3.030875532363524,2.9131885036718117
329,4.059170686209998,3.774035213640742,3.710495748674468
330,3.146480260999999,3.15472720011581,3.1483771126262567
331,2.6644111102700005,2.144962298311219,2.606966497502846
332,3.0991369529199972,3.0817464576783826,3.1595821370919595
333,4.000221251439999,3.911032610157384,3.87588010796982
334,3.270663893729999,3.253454589032978,3.15153092094517
335,3.4897735667800003,3.1364587256276675,3.2224601539597515
336,3.3465605261299993,3.361890082813809,3.4113207077200727
337,3.6094122688300034,3.5600918100570498,3.380695886377282
338,2.97497975758,3.000042652360248,3.0255525506159984
339,3.170509961190001,3.052299899252188,3.147289369919008
340,3.478737517650001,3.1554037218994946,3.285785545186009
341,3.301280529929999,3.3257376454629233,3.021921173901653
342,3.928703383899999,3.92367404533503,4.034361859212886
343,3.62709194061,3.663216745272034,3.6564273392500013
344,3.1644087079700007,2.99218517593076,2.998840078688467
345,2.6525486510800005,2.721258362638979,2.6552655931229054
346,3.1499127587200006,3.1883066559513678,3.084369581312373
347,3.094473378899999,2.90719372618152,3.016910338203296
348,3.3789375748699984,3.1044052242762605,3.1853037892745135
349,3.0532198311166665,2.961479875522106,3.131427297873266
350,3.816803801299999,3.7311005199297025,3.507610881166869
351,2.6878267789000008,2.5269681994621247,2.4046752957655926
352,3.864343920269996,3.7971010513372048,3.8222233175837133
353,3.1264292596000005,3.094282592649046,2.998200101237188
354,3.1855708696633336,3.010360372104667,3.00227486963756
355,3.3919689346400013,3.4200129221393594,3.4890219147586663
356,3.143268804450003,2.905776067331916,3.0181956955975906
357,3.1480701070200006,3.0271899789632153,3.1431914468268687
358,1.1546665160400003,1.2379208770645282,1.2154416488837683
359,2.641599978419998,2.4192378188806005,2.321275215455117
360,3.2033347466999986,3.236450037175663,3.3013778881940397
361,3.0867927041600014,3.0964389925367977,3.065269101469262
362,3.0860361859100025,3.2326516375064074,3.3111261811224324
363,3.2317879070800006,3.016664174914023,3.078771081432791
364,2.92057384023,2.8259685711500167,2.946078876499598
365,1.5063155736300007,1.8051799203137626,1.835760045112778
366,2.886551170540001,2.918736505428542,2.7752368735320374
367,3.1030811648066674,3.046076479176582,3.0669597838591187
368,3.1012325420000013,3.205190848710173,3.2613927167842007
369,2.7799084042999986,2.4745311677375073,2.430580424761345
370,1.5605321418599996,1.9222798457331787,1.539408408588713
371,3.4698976270599986,3.0772198733672314,3.1138646910399004
372,3.12495097623,3.1303499750016526,3.119428850095204
373,3.375766312270001,3.35967627855718,3.3977463167728246
374,3.885317328219998,4.0347760734126,4.088674221949553
375,2.0593134549999985,1.9814796383545026,2.0439086126976633
376,1.7676450862399984,1.630003467084619,1.70306309594703
377,3.36804041585,3.3607152660007005,3.432552961507483
378,3.948148207599998,3.7015954286234085,3.788574757816825
379,3.4350383877700006,3.4284776759123607,3.2115598378602073
380,2.414450633289998,2.5103111854193925,2.74618923452784
381,3.780510826169999,3.743554848455631,3.804725676981704
382,2.772000857999998,2.7495991987791886,2.6041788922233806
383,2.99310259546,2.994345140280916,2.7941201309808505
384,3.3842816872253336,3.448508508428988,3.4913988717727875
385,2.9108804085000015,2.78445555354955,2.9837632538646943
386,2.6172673240500006,2.542966607669075,2.4646406063057356
387,2.2702638195300007,2.272076617978507,2.3679528306964244
388,2.7970444407399966,2.835579077979901,2.8820106561018903
389,3.5403243900500043,3.4322530105572167,3.3196967024451425
390,1.7602639408199994,1.4282073259298689,2.2876096215254123
391,1.4280571280700003,1.6663934736769654,1.592841620628036
392,3.396479577549999,3.3939735685863686,3.4443137097119063
393,3.2484325080300005,3.257609375177802,3.0334253780988263
394,3.3594180770799995,3.337595526385954,3.3765951040053537
395,3.105771564349999,3.151987998549821,3.2088607903472806
396,2.864516736990002,2.9090738168017065,3.009856357760121
397,2.9578744067104763,2.9586538853869895,3.008821781610358
398,3.462611531780001,3.3885579648287316,3.382052184883335
399,1.3728175800200006,1.4528756414670232,1.2467857114785446
400,1.2797437262200004,1.4454793783040765,1.232402171583793
401,3.481250823050002,3.1539506077541404,3.2075193119550818
402,3.2602015204399986,3.1671271526694573,3.11379057578678
403,3.5410352518800012,3.4956881797862973,3.5027281052151835
404,3.49579156417,3.5275528620532457,3.603547238159827
405,2.9973748317899993,2.5240801812024722,2.654307938945422
406,3.3008708584099997,2.99744755782951,3.145877788682931
407,2.021699927190002,1.99582252280026,1.6987024427257893
408,3.236961521370002,2.5631194883969943,2.7949140206765364
409,2.3407826428000003,2.3963222341174903,2.5643789807367554
410,3.3726993263100002,3.12540671970528,2.9984331689249473
411,3.531374879610001,3.5060475367045427,3.569632851623446
412,3.1342752990299996,3.08332503937976,3.094991187208663
413,3.450787378579999,2.9423714223153237,3.017417921421078
414,3.9123719898399982,3.864265842532426,3.767730875247622
415,3.1101603015200006,3.0727240357184904,2.9651341675717546
416,2.3625447267299995,2.395292087141021,2.340922427840148
417,3.31044776787,2.2328765079871316,2.573971112980253
418,3.473608877660001,3.451849616682751,3.52090999820566
419,3.419005332420002,3.45350980453206,3.4950322995658567
420,3.257948040780001,3.2340299836620057,3.1938432435812274
421,2.4788874624199986,2.2149747971178986,2.3771896522304843
422,3.1080060167899988,3.144075544056083,3.1752427812860162
423,2.50873225529,2.5602107263533584,2.7198540705609133
424,1.766084810129999,1.4604392790334284,1.8023450390224411
425,2.4054267279800006,2.573832534402483,2.4354043651415793
426,1.8861364317999991,2.077782346958197,2.115786743000619
427,0.053835399459999954,0.19539962749023965,1.0090449773199168
428,0.203102683124,0.9208082803569202,0.9699810894375815
429,2.6021588904700006,2.70443215811824,2.71050146820847
430,2.42591432385,2.333723937931406,2.5149722468809017
431,3.2487974489526668,2.866577406669656,3.079297212112621
432,3.1668745844800026,3.1962966103239547,3.1094173167308696
433,2.1913770842500004,2.213889594542171,2.213583435452861
434,3.572827362770001,2.921550209422862,3.2344103521678775
435,1.5429430694399997,1.358136279268162,1.3408827071961156
436,2.259485478470002,2.271419913890246,2.3044496232465406
437,2.610366909439998,2.5638015049351752,2.5035169476959496
438,2.6848577655000003,2.515840369346928,2.462727002209938
439,2.5817661020800005,2.4426880727308498,2.395734024129439
440,2.5163604401099975,2.2934304108893677,2.270305157257532
441,2.7679635035599994,2.7160197584171355,2.5588513198952754
442,2.64112422545,2.5682430549449307,2.451048564155755
443,2.520337632729999,2.5796041352603742,2.5993727057457434
444,2.4053249125100007,2.3083427439304742,2.2898739053842334
445,2.536560059250001,2.5657851716126654,2.4855189481555158
446,2.5456045019099993,2.576687016851114,2.662740200462764
447,0.11931510678399979,0.043038867328206276,0.9003652052795701
448,3.410821151540002,3.3184432008520313,3.2206724766044204
449,2.6824299953399997,2.715687401125566,2.7886960363383935
450,2.475544777699999,2.531811718937659,2.5450237195568874
451,1.9809253760000012,1.9978284623759002,2.1530736771198633
452,3.5733084443899985,3.5082169567025874,3.5252727287946897
453,1.85514637211,1.746108696659939,1.4944579461450544
454,1.3683923813700003,1.5049657520681805,1.1904052395396292
455,3.79928519797,3.3748359785490525,3.307589942980414
456,2.526345407779999,2.6033577903829954,2.7544988288106396
457,2.675354778630001,2.734847113318481,2.6729092943928308
458,3.0909291767900022,2.997257616796092,2.865746267198624
459,3.5539762694199992,3.641051342910549,3.6801518622986578
460,3.237051632576667,3.1838977986569184,3.2154992889583127
461,3.1981989164600004,3.4671815224504465,3.1413579848481774
462,3.763350809359997,3.722450539975547,3.663488363176512
463,3.684274193360003,3.433891056355961,3.4819531961174945
464,3.3025632427000047,3.203710359347653,3.0917475847022615
465,3.106172869810001,3.1003094617092306,3.1718698277583997
466,3.0070510287700007,3.031283126370411,3.066941570386618
467,2.283507968889998,2.4269457803333507,2.272545256658262
468,2.1475727461100003,2.1907041072763986,2.201805326961754
469,3.1589265426600006,3.139305568572107,3.150594328585214
470,2.876282180290001,2.9072619236535537,2.800121610120847
471,2.66626477388,2.5140223854687975,2.402052521761874
472,3.10494063716,2.9580547099463885,3.1144932997200385
473,3.6416350513279974,3.537882329084029,3.551133161229558
474,2.71044267991,2.7950804225585753,2.6816869514773245
475,3.2998828435500007,3.053997574644491,3.159975506981347
476,3.045389086869997,3.071042829821044,3.1065748041680408
477,2.5384009231800007,2.4443769244490836,2.3629295426400176
478,2.873264222150001,2.922411636277128,2.9938319391540418
479,3.164286712902144,3.0344548125612993,3.0368703443493956
480,3.582461962210001,3.5655005814279965,3.585479177773678
481,2.864629655689999,2.8174243180911205,2.8701687002256833
482,3.051496082990001,3.079804972970128,3.0065665852152463
483,3.620385074350001,3.60602249075769,3.655988624991899
484,2.750396049779999,2.695784207906784,2.722760241137266
485,2.7512782381300007,2.7980009617954846,2.707723596389762
486,3.5981675146700014,3.6340906368857695,3.6696353121531473
487,3.146888841969999,3.1913069483818353,2.9695994189697643
488,3.58765324192,3.5016862163878875,3.5047145098452575
489,0.8647034354099994,1.2742711541224268,0.9738956529789817
490,3.4613669432300003,3.412911090108068,3.2952366560614337
491,3.332489319810004,3.2436433192482714,3.317954276269333
492,3.7496469207100005,3.612494717748482,3.6571712890797343
493,3.722384125459998,3.7089173030777545,3.8133813565736574
494,2.528162251929999,2.4301012903450543,2.370051076353704
495,3.0420001521733337,2.9599255695827953,3.030489684057656
496,3.7613680019899984,3.7382126409704677,3.7791786850646574
497,2.9548211831399995,2.949060016185133,2.9361605027942943
498,3.297474247100006,3.202381451656951,3.164911478859615
499,1.7845544518000003,1.7792298610098,1.4843398268348693
500,2.5339036805399977,2.6250848707769987,2.7497274919370795
501,3.7173534710199965,3.538122255251916,3.3804005475826386
502,3.7423355851599975,3.711006786768488,3.606943044552324
503,3.3902938618680007,3.33251081252404,3.273036532280024
504,3.40678579882,3.419138473991965,3.458116176244296
505,1.8818442477900001,2.3139166759734766,2.254190859687462
506,2.863042300789999,2.8464291360350975,2.913656939328135
