,smiles,pre_LogLD,origin
36,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,3.5877068471120603,4.278459618
37,C1=CC=C(C=C1)N=NC2=CC=CC=C2,3.2890601933619434,3.0
38,CCOC(=O)/C=C/C1=CC=CC=C1,3.624085779442371,3.602059991
39,CCC(=O)OC/C=C/C1=CC=CC=C1,3.758055196511157,3.531478917
40,CC(C)C(=O)OCCOC1=CC=CC=C1,3.6639988074125456,3.698970004
41,C1=CC=NC(=C1)CCO,3.4349345612165876,3.783206578
42,CN(C)CC1=CC=CC=C1,2.7342313023258673,2.423245874
43,CCOC1[C@@H]([C@H]([C@H](O1)[C@@H](COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O,3.3036269397960965,4.301029996
44,COP(=S)(OC)SC(CBr)N1C(=O)C2=CC=CC=C2C1=O,1.7258390278334306,2.274157849
45,CCOP(=S)(OCC)SC(CBr)N1C(=O)C2=CC=CC=C2C1=O,1.4813438767412268,1.255272505
46,C1COCCN1CN2C(=O)CC(CC2=O)N3C(=O)C4=CC=CC=C4C3=O,3.524346929478177,3.903089987
47,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,3.0821547080838037,3.698970004
48,CCC(=O)/C=C/C1=CC=C(C=C1)OC,3.846790181758864,3.698970004
49,C1=CC=C(C=C1)/C=C/COC=O,3.216531191294556,3.462397998
50,CCCCC(CC)CO,3.727470842713214,3.416640507
51,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,2.915984257584208,2.882524538
52,C1=CC=C2C(C3=CC=CC=C3C=CC2=C1)C(=O)N,3.137197939953178,3.255272505
53,CCCCCOC1=CC=CC(=C1)NC(=O)O[C@@H]2CCCC[C@H]2N3CCCC3,3.2072450495210196,3.012837225
54,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,2.601452339783508,3.200850498
55,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,3.0996292322306385,2.828659897
56,C1=CC=C2C(=C1)C(=O)C3=CC4=C(C=C3N2)C(=O)C5=CC=CC=C5N4,3.6711915726361712,3.753327667
57,CCC1=NC2=CC=CC=C2C(=O)N1C3=C(C=NN3C)C(=O)OCC,3.110525437439318,3.261262869
58,C[Si](C)(C)OP(=O)(O[Si](C)(C)C)O[Si](C)(C)C,3.3770247978922288,3.536558443
59,C1=CC(=CC=C1NO)N=O,2.9412364629262675,2.666517981
60,CCCC(C#C)O,3.1714992430054307,2.100370545
61,COC(=O)CC#N,3.400615040305008,3.301029996
62,CC1=CC(=C(C=C1)O)C,3.2734913192853243,3.439332694
63,CCCOC(C)OCCC,3.7011235205148525,3.698970004
64,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OCC)CCl,3.1308211786250113,3.0
65,CCN(C)N=O,2.249725322829239,1.954242509
66,CCCCCCCC(=O)OCC,4.30558637455294,4.414304688
67,C1=CC(=CC=C1N)Cl,2.5805776605864637,2.508529719
68,CC(C)COC(=O)C=C,3.2445866096562677,3.776882707
69,C(CCO)CC(CO)O,3.797257837554389,4.190331698
70,C=CC(=O)OCCC#N,2.9680024438036137,2.255272505
71,COC(=O)CCCCCCCCC(=O)OC,3.641322536750146,3.301029996
72,C=CCOCC1CO1,2.5493134169207265,3.204119983
73,C=CC=C,2.755169918401433,3.738780558
74,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,2.9130700504713727,2.699837726
75,CC1=C2C=CC(=C(C2=C[N+]3=C1C4=CC(=C(C=C4CC3)OC)OC)OC)OC.[Cl-],3.3426099518281633,3.0
76,CC1(/C(=N\OC(=O)NC)/SCO1)C,0.30728203510426133,0.301029996
77,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,2.8294451020021105,1.752816431
78,CC1(/C(=N/OC(=O)NC)/SCCO1)C,0.5480022496289391,-0.22184875
79,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)O,3.3168899485488748,3.408239965
80,C1C[C@@H](N2[C@H](C1)OC[C@@H]2C3=CC=CC=C3)C#N,2.629443576902532,3.397940009
81,CCO[Si](CCCC#N)(OCC)OCC,3.6707350407296087,3.691965103
82,CCOP(=S)(OCC)[S-].[NH4+],1.5656020202025729,3.897627091
83,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4,2.9283547236979093,2.235528447
84,CCCS,2.994531152757302,3.245512668
85,C(CCl)O,2.868544624229132,1.809559715
86,CCCN,2.796277441682685,2.672097858
87,C#CCO,2.507438255154869,1.745595216
88,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-],3.0739003948089447,4.084576278
89,CCCCC[Si](Cl)(Cl)Cl,3.337051710990489,3.369215857
90,CCCCC(CC)COP(=O)(O)O,3.563022276223647,3.537819095
91,C(#CC#N)C#N,2.5653158052978653,2.644438589
92,CCCCCCOC1=CC=C(C=C1)NNC=O,3.813206691011537,2.855519156
93,C1CC(CCC1C(=O)O)C(=O)O,3.616723423401143,3.31868927
94,C1=CC(=CC(=C1)Cl)O,2.769713064684019,2.755874856
95,CC1=CC(=CC(=C1)N)C,2.6412437909321236,2.850339855
96,CC(C)CC(C)OC(=O)C,3.545685818508289,3.789580712
97,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,3.2151653839528356,3.08517161
98,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,3.36364067707718,3.84509804
99,CCC(CC)(C1=CC=CC2=CC=CC=C21)C(=O)O,2.4725628832489432,3.033423755
100,C1=CC=C(C(=C1)C(=O)OC2=C(C=CC(=C2)Cl)Cl)OC(=O)N,3.4814495020134903,3.397940009
101,CCCCC(=O)O,3.823176907353604,3.362623824
102,CCCC=C,3.253840682373094,3.67929159
103,CCCCCl,3.269153731016607,3.426511261
104,CCCC#N,3.0781271586082637,2.251232527
105,COCCO,3.9577081744694076,3.459904894
106,C1CCOC1,3.2419898318447546,3.217483944
107,CCCCCCCOCC(C)CC=O,3.528430482278699,3.301029996
108,CC(=O)CCC(=O)C,3.5437689534517176,3.317227349
109,CC(C)COC(=O)C,3.7238305487156405,4.000188153
110,C(CCN)CN,2.8817120601064246,2.665580991
111,C(/C=C/CO)O,3.769922028407113,3.096910013
112,C=COCCCl,2.220883166002499,2.361727836
113,C1CNCCN1,2.338021627103855,3.461085646
114,C1CCNCC1,2.171922953609595,2.602059991
115,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)OC(=O)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O,4.1912146359833455,3.397940009
116,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCO,3.1697962493304885,3.235528447
117,CC(=O)NC1=NC(=C(C=C1)[N+](=O)[O-])Cl,3.1416423723299984,3.287353773
118,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC,3.72984316047443,4.049605613
119,CCOCCCO,3.6316210939835556,3.84509804
120,C(CNCCO)N,3.558475078440358,3.477121255
121,C(CO)NCCO,3.464570835268092,2.662757832
122,CC(=O)OCCOC(=O)C,3.8204991719936117,3.836007459
123,CCCCCCCO,3.7865727075422235,3.586868492
124,CCCCCCCCCCCC(=O)OC,3.5484894492376506,4.041392685
125,CCCCCCCCN,3.288081938842888,2.498310554
126,C(CSCCC#N)C#N,2.4875138992273342,3.624282096
127,CCC(C)CCCC/C=C/C=C/C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)N(C(=O)C(NC1=O)C2=CC=C(C=C2)O)CCCCN)C(C)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)C(C)O)CCCNC(=O)N)CC5CNC(=N5)N)C6=CC=C(C=C6)O)CO)C7=CC(=C(C(=C7)Cl)O)Cl)CC8CNC(=N8)N)C)C9=CC=C(C=C9)O)C.O,2.958949124724125,4.0
128,CNC(=O)CSP(=O)(OC)OC,1.5120915155211219,1.439332694
129,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,2.6373065270066642,2.706184185
130,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,3.661916789028566,3.544068044
131,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],2.839790708481805,2.826074803
132,CCCCOCCOC(=O)C,4.015467081400623,3.553579642
133,CCCCCCCCOC(=O)C,4.11872656714938,3.477121255
134,CCCCCCOCCO,3.75986730822518,2.919078092
135,CCCCOCCOCCO,3.7564816017564904,3.810041996
136,C=CCCCCCCCCC(=O)O,3.4600264084504473,3.352182518
137,C=CCCCCCCCCCO,3.5966925785773105,3.698970004
138,CCCCCCCCCCC=O,3.747459778468795,3.698970004
139,C(CNCCNCCNCCN)N,3.2024633805904408,3.483587297
140,CCCCCCCCCCCCCCCCN(C)C,2.9509338611622544,3.301029996
141,CCCCCCCCCCCCCCN(C)C,2.9756572645641666,3.252488944
142,CCCCCCCCCCCCCCCCCCCCCC(=O)O,3.7589851508705805,3.544068044
143,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl,3.1236883801760023,3.45484486
144,C1=C[N+](=CC=C1[N+](=O)[O-])[O-],3.114504863114201,2.029383778
145,COC(C1=CC=CC=C1)OC,3.3967167516461325,3.086359831
146,C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,3.046539593780149,3.62838893
147,CC1CC(NC(=O)N1)NC(=O)N,3.316205899058996,3.301029996
148,C(=N)(N)N,2.7592087139898913,2.855721012
149,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,1.871616725619115,1.968482949
150,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,2.7418195371615464,2.564666064
151,CCCCC(CC)CN1C(=O)C2C3CC(C2C1=O)C=C3,3.7030260959424894,3.447158031
152,CC1=NN(C(=C1)N)C2=CC=CC=C2,2.6544291359844245,3.397940009
153,C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,3.556585802030937,3.379577433
154,CCCCN1C=C2C[C@@H]3[C@](C[C@H](CN3C)COC(=O)C4=CC(=CN=C4)Br)(C5=C2C1=CC=C5)OC,3.033084539261515,2.903089987
155,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br,3.3229183134245313,3.103803721
156,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],2.5272059653353205,1.707570176
157,CC(CCCC1CCCCC1)CO,3.6104932347455865,3.301029996
158,C1CC2=C(C=C1C(=O)O)SC(=C2)CN3C=CN=C3,2.98121644137446,3.274157849
159,CCCC(C(=O)C1=CC=C(C=C1)C)N2CCCC2.Cl,2.672217391437876,2.792391689
160,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,3.352832936791138,3.278753601
161,CC(C)(/C=N/OC(=O)NC)SC,0.6640467625090789,1.088136089
162,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,3.620957916590761,3.941585962
163,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-],3.293572052583333,3.698970004
164,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,3.0401899928041654,0.681241237
165,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F.Cl,2.633464180738151,2.720159303
166,CC1=CC2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3,3.1371434564127822,2.408239965
167,CCCC(=O)C1=CC2=C(C=C1)N(C(=O)C(O2)(C)C)C,3.290488475867281,3.301029996
168,CN1C[C@@H](CC2[C@H]1CC3=CNC4=CC=CC2=C34)C5=CC=NO5,2.438948231925286,2.602059991
169,C1=CC2=C(C=CC(=C2C(=C1)S(=O)(=O)O)N)S(=O)(=O)O,3.697157602834427,4.748188027
170,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,3.5098296150166854,2.86332286
171,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,3.7825686134478547,3.643452676
172,CCCOC1=C(C=C(C=C1)/C=C/C(=S)OCC)OC,3.026231540614696,3.004321374
173,C1CCC(CC1)CCC2=NN3C(=O)C4=NNN=C4N=C3S2,2.9656792536373198,3.698970004
174,CCOC(=O)C(C#N)Br,3.2754721103139546,2.62324929
175,CCOC(=O)CC(CC(=O)C)C(=O)OCC,3.506931843530429,3.301029996
176,CC1=NN(C(=O)C1)C2=CC(=CC=C2)S(=O)(=O)O,3.707334810419874,3.301029996
177,CC1=C(C=C(C=C1)N)[N+](=O)[O-],3.0928268013840827,3.836324116
178,CC(C1CCCCC1)O,3.4430070297312154,3.322219295
179,C1=CC(=C(C(=C1)Cl)C#N)Cl,2.9674131163238333,3.432969291
180,CC1=C(C=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N)C,3.405866003262,3.447158031
181,CCOC(=O)C1=CC=C(C=C1)O,3.462886446078344,3.787696568
182,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,3.411677933625987,3.585404324
183,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,3.3925081247920343,3.301029996
184,C1=CC(=C(C=C1Cl)Cl)OCCO,3.399987344965902,3.149219113
185,C1=CC=C2C(=C1)C=CN2,3.36694380012995,3.0
186,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,3.3880528286651237,4.003029471
187,CC1=C(C(=CC=C1)C)OP(=O)(OC2=C(C=CC=C2C)C)OC3=C(C=CC=C3C)C,3.728558761085742,4.198657087
188,COC1=C(C=CC(=C1)C=O)O,3.3332753443759007,3.485579477
189,B(OC)(OC)OC,3.7130928206838205,3.609594409
190,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,2.637362500993125,3.245697697
191,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,3.4215840162897,3.888927955
192,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],3.0341351202312743,3.547159121
193,CCC1=C(C=CC(=C1Cl)O)Cl,3.1750896814664555,3.354684554
194,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,2.820414478530809,2.361727836
195,C1=CC(=CC=C1C(=O)Cl)Cl,3.3785343674224406,3.505602133
196,COC(=O)CC(=CC(=O)OC)OP(=O)(OC)OC,1.8848563079688279,1.491361694
197,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],1.9633195760903863,2.857332496
198,CC1(CC(=CC(=O)C1)OC(=O)N(C)C)C,2.7442835203742875,2.079181246
199,CCOC1=CC=C(C=C1)NC(=O)CC(=O)C,3.325417425990163,2.245512668
200,CC(=O)CC1=CC=C(C=C1)OC,3.763063287743765,3.522444234
201,C1=CC(=CC=C1OCC(=O)O)Cl,3.3117937819761933,2.929418926
202,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,3.1062968204019716,3.698970004
203,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,3.18073920120738,3.698970004
204,C1(C(C(=C(Cl)Cl)C2(C1(Cl)Cl)C(O2)Cl)(Cl)Cl)O,2.72812962481052,2.477121255
205,C1=CC(=CC=C1[N+](=O)[O-])SC2=CC=C(C=C2)[N+](=O)[O-],3.1542677044113456,3.173186268
206,COC1=CC=C(C=C1)C=O,3.49547641229416,3.178976947
207,CC(C)CC(C)CC(CC(C)C)O,3.4971637467261516,4.230448921
208,CCCC=O,3.420778603400413,3.622214023
209,CCCC(=O)C1=CC(=C(C=C1)NC)O,3.1207907890658153,3.301029996
210,CC1C(=O)N(C2=C(O1)C=C(C=C2)C(=O)/C=C/C3=CC=CC=C3)C,3.282573054708546,3.301029996
211,CN1C(=O)COC2=C1C=CC(=C2)C(=O)/C=C/C3=CC=C(C=C3)Cl,3.2137871707983177,3.301029996
212,CC1C(=O)N(C2=C(O1)C=C(C=C2)C(=O)/C=C/C3=CC=C(C=C3)O)C,3.3768099741407474,3.301029996
213,CCCCCCCCCCCCCCCC(=O)OC1=C(N(S(=O)(=O)C2=C1SC=C2)C)C(=O)NC3=CC=CC=N3,2.209295481623529,1.477121255
214,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)OC(=O)C34CC5CC(C3)CC(C5)C4)C(=O)NC6=CC=CC=N6,1.5546012308611545,2.0
215,CC1(C(=C(C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN)C4=CC=CC=C4)C,2.9158370706031222,3.176091259
216,CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCC=C)C4=CC=CC=C4)C,2.924707630763011,2.698970004
217,C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3],3.419619465154038,3.301029996
218,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],2.812180872077081,3.301029996
219,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],3.2646626499344946,2.698970004
220,CCCCCCCCCCCCN,3.291977239538223,3.178976947
221,CCCCCCCCCCCCCC=O,3.726680748314258,3.698970004
222,CCCCCCCCCCCCCCCCCCN(C)C,2.956848059109981,3.325720858
223,C(C(C#N)(Cl)Cl)Cl,2.43416572073248,2.301029996
224,CCC(=O)NC1=CC(=C(C=C1)C(=O)OCC)NC(=O)C2=CC=C(C=C2)C(=O)[O-].[Na+],3.2981137393006064,3.875061263
225,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,2.9361374056511544,3.698970004
226,CCC(C(=N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)[O-])OC3=CC=CC=C3.[K+],3.261262658341859,3.698970004
227,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],2.9700607187159633,2.961895474
228,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.Br,2.39415771076018,2.544068044
229,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NCC(C)(C)C,2.5254775708425123,2.397940009
230,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NC3CCCCC3,2.362050266605403,2.397940009
231,CCCNC(=O)C1=CN=C2C=CC=C(N2C1=O)C.CS(=O)(=O)O,2.379443800441332,2.397940009
232,CCCNC(=O)C1=CN=C2C=CC=C(N2C1=O)C.Cl,2.070463661799616,2.397940009
233,CC1=CC2=NC=C(C(=O)N2C=C1)C(=O)NC3CCCC3,2.581738797085707,2.397940009
234,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,3.080287815801718,3.517591731
235,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.Cl.Cl,2.4433138167982125,2.243038049
236,CC(C)C(=O)OC[C@@H]1[C@H]([C@@H]([C@](O1)(COC(=O)C)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C,3.35298305273837,3.698970004
237,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,3.039654167109859,3.042181595
238,NCCO.OC(=O)CS,3.5736348297120832,2.188225173
239,C/C=C\1/C2=NC(CS2)C(=O)NC(C3=NC(=CS3)C(=S)NC4C(OC(=O)C5=NC6=C(C=CC(C6O)NC(C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC7(CCC(NC7C8=CSC4=N8)C9=NC(=CS9)C(=O)N)C2=NC(=CS2)C(=O)NC(C(=O)N1)C(C)O)C)C)C(C)C)C(=C5)C(C)O)C)C(C)(C(C)O)O,2.9894716491762567,3.602059991
240,CCOC(=O)CC(=O)N1CCS[C@@H]1COC2=CC=CC=C2OC,3.5862522095979235,3.602059991
241,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CN(C3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)C(=O)C5=C(C=CC=C5Cl)Cl)F,3.1431203884098817,3.301029996
242,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,3.582194306650612,3.698970004
243,CC(CCl)O,2.7187999975177504,2.301029996
244,CC(=O)[O-].[Na+],3.6436306286577067,3.511281613
245,C(=C(Cl)Cl)(Cl)Cl,2.8953966930761115,3.623059676
246,CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-].[Na+],3.381756883447183,3.649918719
247,C(C(C(Cl)(Cl)Cl)Cl)OCC(C(Cl)(Cl)Cl)Cl,3.495783614253943,3.559906625
248,CC1(C2CCC(=C)C1C2)C,3.7488178396610676,3.685741739
249,C(C(CO)(CCl)CCl)O.OS(=O)(=O)O,2.894827122690801,1.301029996
250,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C/2\CON(C2=O)C,3.0187812432081214,3.0
251,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,2.8412989734416336,2.451786436
252,C1=CC=C(C=C1)C(=O)NC2=C3C(=C(C=C2)NC4=C5C(=C(C=C4)NC(=O)C6=CC=CC=C6)C(=O)C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C8C3=O,3.4564808246628242,4.285557309
253,C1=CC(=C2C(=CC=C(C2=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,3.4993532465002857,3.875061263
254,C1CCC(CC1)NC(=O)N(CCCl)N=O,2.0352576922008776,1.84509804
255,C1=CC(=C(C=C1C(Cl)(Cl)Cl)Cl)Cl,3.284816419269527,3.179551791
256,CCCCOP(=O)(OCCCC)OCCO,3.6434698413591855,2.961421094
257,C(#N)C(C#N)(Cl)Cl,2.6327103496275286,2.113943352
258,CC(=O)NC1=CC2=C(C=C1)OCO2,3.2687985096971484,3.0
259,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)C#N,1.5577873609474397,1.45484486
260,C[C@@H]1C(=O)O[C@@H](C(=O)O1)C,3.5750938017681375,3.612338742
261,C1=CC(=CC=C1N)OC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)OC4=CC=C(C=C4)N,3.203328894129789,2.342422681
262,C1=CC2=C(C=C(C=C2S(=O)(=O)O)N)C(=C1)S(=O)(=O)O,3.772602706138563,4.056904851
